StudentID,ModuleID,AcadYear,StudentScore,StudentGrade
202200180,G0003,AY2022S1,66,C+
202200180,G0004,AY2022S1,69,C+
202200181,G0001,AY2022S1,73,B
202200181,G0002,AY2022S1,52,D
202200181,G0003,AY2022S1,56,D+
202200181,G0004,AY2022S1,77,B+
202200182,G0001,AY2022S1,71,B
202200182,G0002,AY2022S1,68,C+
202200182,G0003,AY2022S1,70,C+
202200182,G0004,AY2022S1,73,B
202200183,G0001,AY2022S1,64,C
202200183,G0002,AY2022S1,62,C
202200183,G0003,AY2022S1,71,B
202200183,G0004,AY2022S1,60,D+
202200184,G0001,AY2022S1,74,B
202200184,G0002,AY2022S1,52,D
202200184,G0003,AY2022S1,80,A
202200184,G0004,AY2022S1,74,B
202200185,G0001,AY2022S1,72,B
202200185,G0002,AY2022S1,79,B+
202200185,G0003,AY2022S1,86,A
202200185,G0004,AY2022S1,80,A
202200186,G0001,AY2022S1,51,D
202200186,G0002,AY2022S1,57,D+
202200186,G0003,AY2022S1,63,C
202200186,G0004,AY2022S1,70,C+
202200187,G0001,AY2022S1,75,B
202200187,G0002,AY2022S1,62,C
202200187,G0003,AY2022S1,71,B
202200187,G0004,AY2022S1,62,C
202200188,G0001,AY2022S1,63,C
202200188,G0002,AY2022S1,55,D
202200188,G0003,AY2022S1,60,D+
202200188,G0004,AY2022S1,56,D+
202200189,G0001,AY2022S1,60,D+
202200189,G0002,AY2022S1,80,A
202200189,G0003,AY2022S1,60,D+
202200189,G0004,AY2022S1,96,A
202200190,G0001,AY2022S1,74,B
202200190,G0002,AY2022S1,71,B
202200190,G0003,AY2022S1,61,C
202200190,G0004,AY2022S1,77,B+
202200191,G0001,AY2022S1,64,C
202200191,G0002,AY2022S1,71,B
202200191,G0003,AY2022S1,95,A
202200191,G0004,AY2022S1,69,C+
202200192,G0001,AY2022S1,81,A
202200192,G0002,AY2022S1,62,C
202200192,G0003,AY2022S1,69,C+
202200192,G0004,AY2022S1,87,A
202200193,G0001,AY2022S1,63,C
202200193,G0002,AY2022S1,88,A
202200193,G0003,AY2022S1,77,B+
202200193,G0004,AY2022S1,64,C
202200194,G0001,AY2022S1,76,B+
202200194,G0002,AY2022S1,79,B+
202200194,G0003,AY2022S1,76,B+
202200194,G0004,AY2022S1,54,D
202200195,G0001,AY2022S1,62,C
202200195,G0002,AY2022S1,67,C+
202200195,G0003,AY2022S1,69,C+
202200195,G0004,AY2022S1,76,B+
202200196,G0001,AY2022S1,71,B
202200196,G0002,AY2022S1,56,D+
202200196,G0003,AY2022S1,73,B
202200196,G0004,AY2022S1,76,B+
202200197,G0001,AY2022S1,75,B
202200197,G0002,AY2022S1,80,A
202200197,G0003,AY2022S1,78,B+
202200197,G0004,AY2022S1,74,B
202200198,G0001,AY2022S1,69,C+
202200198,G0002,AY2022S1,53,D
202200198,G0003,AY2022S1,74,B
202200198,G0004,AY2022S1,72,B
202200199,G0001,AY2022S1,72,B
202200199,G0002,AY2022S1,57,D+
202200199,G0003,AY2022S1,59,D+
202200199,G0004,AY2022S1,80,A
202200200,G0001,AY2022S1,69,C+
202200200,G0002,AY2022S1,76,B+
202200200,G0003,AY2022S1,70,C+
202200200,G0004,AY2022S1,70,C+
202200201,G0001,AY2022S1,79,B+
202200201,G0002,AY2022S1,64,C
202200201,G0003,AY2022S1,70,C+
202200201,G0004,AY2022S1,65,C
202200202,G0001,AY2022S1,65,C
202200202,G0002,AY2022S1,66,C+
202200202,G0003,AY2022S1,72,B
202200202,G0004,AY2022S1,65,C
202200203,G0001,AY2022S1,82,A
202200203,G0002,AY2022S1,61,C
202200203,G0003,AY2022S1,68,C+
202200203,G0004,AY2022S1,65,C
202200204,G0001,AY2022S1,84,A
202200204,G0002,AY2022S1,71,B
202200204,G0003,AY2022S1,80,A
202200204,G0004,AY2022S1,55,D
202200205,G0001,AY2022S1,72,B
202200205,G0002,AY2022S1,78,B+
202200205,G0003,AY2022S1,70,C+
202200205,G0004,AY2022S1,80,A
202200206,G0001,AY2022S1,64,C
202200206,G0002,AY2022S1,84,A
202200206,G0003,AY2022S1,92,A
202200206,G0004,AY2022S1,66,C+
202200207,G0001,AY2022S1,65,C
202200207,G0002,AY2022S1,84,A
202200207,G0003,AY2022S1,85,A
202200207,G0004,AY2022S1,64,C
202200208,G0001,AY2022S1,65,C
202200208,G0002,AY2022S1,67,C+
202200208,G0003,AY2022S1,56,D+
202200208,G0004,AY2022S1,60,D+
202200209,G0001,AY2022S1,59,D+
202200209,G0002,AY2022S1,62,C
202200209,G0003,AY2022S1,69,C+
202200209,G0004,AY2022S1,72,B
202200210,G0001,AY2022S1,85,A
202200210,G0002,AY2022S1,60,D+
202200210,G0003,AY2022S1,79,B+
202200210,G0004,AY2022S1,67,C+
202200211,G0001,AY2022S1,69,C+
202200211,G0002,AY2022S1,76,B+
202200211,G0003,AY2022S1,58,D+
202200211,G0004,AY2022S1,73,B
202200212,G0001,AY2022S1,71,B
202200212,G0002,AY2022S1,74,B
202200212,G0003,AY2022S1,72,B
202200212,G0004,AY2022S1,94,A
202200213,G0001,AY2022S1,63,C
202200213,G0002,AY2022S1,64,C
202200213,G0003,AY2022S1,63,C
202200213,G0004,AY2022S1,64,C
202200214,G0001,AY2022S1,63,C
202200214,G0002,AY2022S1,81,A
202200214,G0003,AY2022S1,84,A
202200214,G0004,AY2022S1,64,C
202200215,G0001,AY2022S1,61,C
202200215,G0002,AY2022S1,74,B
202200215,G0003,AY2022S1,64,C
202200215,G0004,AY2022S1,76,B+
202200216,G0001,AY2022S1,72,B
202200216,G0002,AY2022S1,54,D
202200216,G0003,AY2022S1,85,A
202200216,G0004,AY2022S1,87,A
202200217,G0001,AY2022S1,63,C
202200217,G0002,AY2022S1,66,C+
202200217,G0003,AY2022S1,72,B
202200217,G0004,AY2022S1,73,B
202200218,G0001,AY2022S1,76,B+
202200218,G0002,AY2022S1,90,A
202200218,G0003,AY2022S1,68,C+
202200218,G0004,AY2022S1,62,C
202200219,G0001,AY2022S1,56,D+
202200219,G0002,AY2022S1,62,C
202200219,G0003,AY2022S1,69,C+
202200219,G0004,AY2022S1,87,A
202200220,G0001,AY2022S1,64,C
202200220,G0002,AY2022S1,72,B
202200220,G0003,AY2022S1,69,C+
202200220,G0004,AY2022S1,81,A
202200221,G0001,AY2022S1,95,A
202200221,G0002,AY2022S1,64,C
202200221,G0003,AY2022S1,65,C
202200221,G0004,AY2022S1,80,A
202200222,G0001,AY2022S1,76,B+
202200222,G0002,AY2022S1,88,A
202200222,G0003,AY2022S1,75,B
202200222,G0004,AY2022S1,66,C+
202200223,G0001,AY2022S1,75,B
202200223,G0002,AY2022S1,81,A
202200223,G0003,AY2022S1,78,B+
202200223,G0004,AY2022S1,75,B
202200224,G0001,AY2022S1,80,A
202200224,G0002,AY2022S1,81,A
202200224,G0003,AY2022S1,83,A
202200224,G0004,AY2022S1,76,B+
202200225,G0001,AY2022S1,68,C+
202200225,G0002,AY2022S1,71,B
202200225,G0003,AY2022S1,82,A
202200225,G0004,AY2022S1,61,C
202200226,G0001,AY2022S1,73,B
202200226,G0002,AY2022S1,66,C+
202200226,G0003,AY2022S1,70,C+
202200226,G0004,AY2022S1,82,A
202200227,G0001,AY2022S1,71,B
202200227,G0002,AY2022S1,70,C+
202200227,G0003,AY2022S1,56,D+
202200227,G0004,AY2022S1,77,B+
202200228,G0001,AY2022S1,76,B+
202200228,G0002,AY2022S1,91,A
202200228,G0003,AY2022S1,66,C+
202200228,G0004,AY2022S1,72,B
202200229,G0001,AY2022S1,72,B
202200229,G0002,AY2022S1,85,A
202200229,G0003,AY2022S1,69,C+
202200229,G0004,AY2022S1,72,B
202200230,G0001,AY2022S1,76,B+
202200230,G0002,AY2022S1,71,B
202200230,G0003,AY2022S1,65,C
202200230,G0004,AY2022S1,71,B
202200231,G0001,AY2022S1,80,A
202200231,G0002,AY2022S1,59,D+
202200231,G0003,AY2022S1,71,B
202200231,G0004,AY2022S1,62,C
202200232,G0001,AY2022S1,81,A
202200232,G0002,AY2022S1,54,D
202200232,G0003,AY2022S1,64,C
202200232,G0004,AY2022S1,73,B
202200233,G0001,AY2022S1,85,A
202200233,G0002,AY2022S1,69,C+
202200233,G0003,AY2022S1,64,C
202200233,G0004,AY2022S1,88,A
202200234,G0001,AY2022S1,55,D
202200234,G0002,AY2022S1,48,F
202200234,G0003,AY2022S1,74,B
202200234,G0004,AY2022S1,64,C
202200235,G0001,AY2022S1,59,D+
202200235,G0002,AY2022S1,77,B+
202200235,G0003,AY2022S1,72,B
202200235,G0004,AY2022S1,64,C
202200236,G0001,AY2022S1,57,D+
202200236,G0002,AY2022S1,78,B+
202200236,G0003,AY2022S1,76,B+
202200236,G0004,AY2022S1,69,C+
202200237,G0001,AY2022S1,88,A
202200237,G0002,AY2022S1,59,D+
202200237,G0003,AY2022S1,54,D
202200237,G0004,AY2022S1,63,C
202200238,G0001,AY2022S1,69,C+
202200238,G0002,AY2022S1,72,B
202200238,G0003,AY2022S1,67,C+
202200238,G0004,AY2022S1,73,B
202200239,G0001,AY2022S1,57,D+
202200239,G0002,AY2022S1,84,A
202200239,G0003,AY2022S1,69,C+
202200239,G0004,AY2022S1,81,A
202200240,G0001,AY2022S1,73,B
202200240,G0002,AY2022S1,74,B
202200240,G0003,AY2022S1,75,B
202200240,G0004,AY2022S1,74,B
202200241,G0001,AY2022S1,76,B+
202200241,G0002,AY2022S1,83,A
202200241,G0003,AY2022S1,71,B
202200241,G0004,AY2022S1,77,B+
202200242,G0001,AY2022S1,69,C+
202200242,G0002,AY2022S1,84,A
202200242,G0003,AY2022S1,63,C
202200242,G0004,AY2022S1,88,A
202200243,G0001,AY2022S1,69,C+
202200243,G0002,AY2022S1,55,D
202200243,G0003,AY2022S1,71,B
202200243,G0004,AY2022S1,63,C
202200244,G0001,AY2022S1,78,B+
202200244,G0002,AY2022S1,63,C
202200244,G0003,AY2022S1,65,C
202200244,G0004,AY2022S1,51,D
202200245,G0001,AY2022S1,65,C
202200245,G0002,AY2022S1,45,F
202200245,G0003,AY2022S1,54,D
202200245,G0004,AY2022S1,77,B+
202200246,G0001,AY2022S1,77,B+
202200246,G0002,AY2022S1,74,B
202200246,G0003,AY2022S1,60,D+
202200246,G0004,AY2022S1,69,C+
202200247,G0001,AY2022S1,69,C+
202200247,G0002,AY2022S1,58,D+
202200247,G0003,AY2022S1,85,A
202200247,G0004,AY2022S1,78,B+
202200248,G0001,AY2022S1,67,C+
202200248,G0002,AY2022S1,70,C+
202200248,G0003,AY2022S1,72,B
202200248,G0004,AY2022S1,49,F
202200249,G0001,AY2022S1,67,C+
202200249,G0002,AY2022S1,63,C
202200249,G0003,AY2022S1,59,D+
202200249,G0004,AY2022S1,67,C+
202200250,G0001,AY2022S1,87,A
202200250,G0002,AY2022S1,76,B+
202200250,G0003,AY2022S1,64,C
202200250,G0004,AY2022S1,75,B
202200251,G0001,AY2022S1,83,A
202200251,G0002,AY2022S1,79,B+
202200251,G0003,AY2022S1,70,C+
202200251,G0004,AY2022S1,63,C
202200252,G0001,AY2022S1,76,B+
202200252,G0002,AY2022S1,73,B
202200252,G0003,AY2022S1,78,B+
202200252,G0004,AY2022S1,76,B+
202200253,G0001,AY2022S1,80,A
202200253,G0002,AY2022S1,64,C
202200253,G0003,AY2022S1,83,A
202200253,G0004,AY2022S1,71,B
202200254,G0001,AY2022S1,90,A
202200254,G0002,AY2022S1,63,C
202200254,G0003,AY2022S1,87,A
202200254,G0004,AY2022S1,71,B
202200255,G0001,AY2022S1,63,C
202200255,G0002,AY2022S1,65,C
202200255,G0003,AY2022S1,66,C+
202200255,G0004,AY2022S1,74,B
202200256,G0001,AY2022S1,75,B
202200256,G0002,AY2022S1,64,C
202200256,G0003,AY2022S1,69,C+
202200256,G0004,AY2022S1,91,A
202200257,G0001,AY2022S1,87,A
202200257,G0002,AY2022S1,74,B
202200257,G0003,AY2022S1,70,C+
202200257,G0004,AY2022S1,71,B
202200258,G0001,AY2022S1,76,B+
202200258,G0002,AY2022S1,59,D+
202200258,G0003,AY2022S1,67,C+
202200258,G0004,AY2022S1,53,D
202200259,G0001,AY2022S1,73,B
202200259,G0002,AY2022S1,76,B+
202200259,G0003,AY2022S1,65,C
202200259,G0004,AY2022S1,85,A
202200260,G0001,AY2022S1,57,D+
202200260,G0002,AY2022S1,55,D
202200260,G0003,AY2022S1,72,B
202200260,G0004,AY2022S1,80,A
202200261,G0001,AY2022S1,86,A
202200261,G0002,AY2022S1,65,C
202200261,G0003,AY2022S1,80,A
202200261,G0004,AY2022S1,69,C+
202200262,G0001,AY2022S1,68,C+
202200262,G0002,AY2022S1,78,B+
202200262,G0003,AY2022S1,76,B+
202200262,G0004,AY2022S1,54,D
202200263,G0001,AY2022S1,84,A
202200263,G0002,AY2022S1,83,A
202200263,G0003,AY2022S1,63,C
202200263,G0004,AY2022S1,73,B
202200264,G0001,AY2022S1,74,B
202200264,G0002,AY2022S1,72,B
202200264,G0003,AY2022S1,64,C
202200264,G0004,AY2022S1,63,C
202200265,G0001,AY2022S1,69,C+
202200265,G0002,AY2022S1,81,A
202200265,G0003,AY2022S1,75,B
202200265,G0004,AY2022S1,66,C+
202200266,G0001,AY2022S1,77,B+
202200266,G0002,AY2022S1,41,F
202200266,G0003,AY2022S1,81,A
202200266,G0004,AY2022S1,52,D
202200267,G0001,AY2022S1,66,C+
202200267,G0002,AY2022S1,58,D+
202200267,G0003,AY2022S1,57,D+
202200267,G0004,AY2022S1,81,A
202200268,G0001,AY2022S1,65,C
202200268,G0002,AY2022S1,73,B
202200268,G0003,AY2022S1,69,C+
202200268,G0004,AY2022S1,74,B
202200269,G0001,AY2022S1,70,C+
202200269,G0002,AY2022S1,57,D+
202200269,G0003,AY2022S1,79,B+
202200269,G0004,AY2022S1,65,C
202200270,G0001,AY2022S1,54,D
202200270,G0002,AY2022S1,65,C
202200270,G0003,AY2022S1,85,A
202200270,G0004,AY2022S1,78,B+
202200271,G0001,AY2022S1,66,C+
202200271,G0002,AY2022S1,66,C+
202200271,G0003,AY2022S1,66,C+
202200271,G0004,AY2022S1,90,A
202200272,G0001,AY2022S1,73,B
202200272,G0002,AY2022S1,74,B
202200272,G0003,AY2022S1,80,A
202200272,G0004,AY2022S1,72,B
202200273,G0001,AY2022S1,67,C+
202200273,G0002,AY2022S1,68,C+
202200273,G0003,AY2022S1,69,C+
202200273,G0004,AY2022S1,69,C+
202200274,G0001,AY2022S1,77,B+
202200274,G0002,AY2022S1,70,C+
202200274,G0003,AY2022S1,77,B+
202200274,G0004,AY2022S1,69,C+
202200275,G0001,AY2022S1,70,C+
202200275,G0002,AY2022S1,50,F
202200275,G0003,AY2022S1,79,B+
202200275,G0004,AY2022S1,73,B
202200276,G0001,AY2022S1,79,B+
202200276,G0002,AY2022S1,41,F
202200276,G0003,AY2022S1,90,A
202200276,G0004,AY2022S1,68,C+
202200277,G0001,AY2022S1,81,A
202200277,G0002,AY2022S1,59,D+
202200277,G0003,AY2022S1,76,B+
202200277,G0004,AY2022S1,59,D+
202200278,G0001,AY2022S1,63,C
202200278,G0002,AY2022S1,89,A
202200278,G0003,AY2022S1,68,C+
202200278,G0004,AY2022S1,72,B
202200279,G0001,AY2022S1,78,B+
202200279,G0002,AY2022S1,74,B
202200279,G0003,AY2022S1,71,B
202200279,G0004,AY2022S1,73,B
202200280,G0001,AY2022S1,94,A
202200280,G0002,AY2022S1,69,C+
202200280,G0003,AY2022S1,72,B
202200280,G0004,AY2022S1,80,A
202200281,G0001,AY2022S1,81,A
202200281,G0002,AY2022S1,81,A
202200281,G0003,AY2022S1,76,B+
202200281,G0004,AY2022S1,58,D+
202200282,G0001,AY2022S1,86,A
202200282,G0002,AY2022S1,58,D+
202200282,G0003,AY2022S1,73,B
202200282,G0004,AY2022S1,62,C
202200283,G0001,AY2022S1,69,C+
202200283,G0002,AY2022S1,73,B
202200283,G0003,AY2022S1,73,B
202200283,G0004,AY2022S1,74,B
202200284,G0001,AY2022S1,86,A
202200284,G0002,AY2022S1,74,B
202200284,G0003,AY2022S1,67,C+
202200284,G0004,AY2022S1,79,B+
202200285,G0001,AY2022S1,81,A
202200285,G0002,AY2022S1,57,D+
202200285,G0003,AY2022S1,75,B
202200285,G0004,AY2022S1,77,B+
202200286,G0001,AY2022S1,67,C+
202200286,G0002,AY2022S1,83,A
202200286,G0003,AY2022S1,68,C+
202200286,G0004,AY2022S1,71,B
202200287,G0001,AY2022S1,68,C+
202200287,G0002,AY2022S1,70,C+
202200287,G0003,AY2022S1,59,D+
202200287,G0004,AY2022S1,55,D
202200288,G0001,AY2022S1,85,A
202200288,G0002,AY2022S1,61,C
202200288,G0003,AY2022S1,60,D+
202200288,G0004,AY2022S1,48,F
202200289,G0001,AY2022S1,63,C
202200289,G0002,AY2022S1,56,D+
202200289,G0003,AY2022S1,86,A
202200289,G0004,AY2022S1,80,A
202200290,G0001,AY2022S1,63,C
202200290,G0002,AY2022S1,92,A
202200290,G0003,AY2022S1,79,B+
202200290,G0004,AY2022S1,66,C+
202200291,G0001,AY2022S1,45,F
202200291,G0002,AY2022S1,92,A
202200291,G0003,AY2022S1,56,D+
202200291,G0004,AY2022S1,53,D
202200292,G0001,AY2022S1,80,A
202200292,G0002,AY2022S1,94,A
202200292,G0003,AY2022S1,83,A
202200292,G0004,AY2022S1,75,B
202200293,G0001,AY2022S1,75,B
202200293,G0002,AY2022S1,78,B+
202200293,G0003,AY2022S1,77,B+
202200293,G0004,AY2022S1,72,B
202200294,G0001,AY2022S1,71,B
202200294,G0002,AY2022S1,69,C+
202200294,G0003,AY2022S1,62,C
202200294,G0004,AY2022S1,67,C+
202200295,G0001,AY2022S1,53,D
202200295,G0002,AY2022S1,69,C+
202200295,G0003,AY2022S1,60,D+
202200295,G0004,AY2022S1,58,D+
202200296,G0001,AY2022S1,71,B
202200296,G0002,AY2022S1,83,A
202200296,G0003,AY2022S1,79,B+
202200296,G0004,AY2022S1,54,D
202200297,G0001,AY2022S1,60,D+
202200297,G0002,AY2022S1,79,B+
202200297,G0003,AY2022S1,60,D+
202200297,G0004,AY2022S1,67,C+
202200298,G0001,AY2022S1,75,B
202200298,G0002,AY2022S1,60,D+
202200298,G0003,AY2022S1,71,B
202200298,G0004,AY2022S1,56,D+
202200299,G0001,AY2022S1,63,C
202200299,G0002,AY2022S1,73,B
202200299,G0003,AY2022S1,54,D
202200299,G0004,AY2022S1,74,B
202200300,G0001,AY2022S1,69,C+
202200300,G0002,AY2022S1,75,B
202200300,G0003,AY2022S1,72,B
202200300,G0004,AY2022S1,83,A
202200301,G0001,AY2022S1,71,B
202200301,G0002,AY2022S1,65,C
202200301,G0003,AY2022S1,71,B
202200301,G0004,AY2022S1,75,B
202200302,G0001,AY2022S1,70,C+
202200302,G0002,AY2022S1,70,C+
202200302,G0003,AY2022S1,62,C
202200302,G0004,AY2022S1,63,C
202200303,G0001,AY2022S1,55,D
202200303,G0002,AY2022S1,87,A
202200303,G0003,AY2022S1,57,D+
202200303,G0004,AY2022S1,63,C
202200304,G0001,AY2022S1,62,C
202200304,G0002,AY2022S1,78,B+
202200304,G0003,AY2022S1,67,C+
202200304,G0004,AY2022S1,82,A
202200305,G0001,AY2022S1,63,C
202200305,G0002,AY2022S1,72,B
202200305,G0003,AY2022S1,61,C
202200305,G0004,AY2022S1,91,A
202200306,G0001,AY2022S1,58,D+
202200306,G0002,AY2022S1,73,B
202200306,G0003,AY2022S1,76,B+
202200306,G0004,AY2022S1,74,B
202200307,G0001,AY2022S1,68,C+
202200307,G0002,AY2022S1,68,C+
202200307,G0003,AY2022S1,70,C+
202200307,G0004,AY2022S1,68,C+
202200308,G0001,AY2022S1,79,B+
202200308,G0002,AY2022S1,92,A
202200308,G0003,AY2022S1,64,C
202200308,G0004,AY2022S1,56,D+
202200309,G0001,AY2022S1,69,C+
202200309,G0002,AY2022S1,95,A
202200309,G0003,AY2022S1,61,C
202200309,G0004,AY2022S1,86,A
202200310,G0001,AY2022S1,86,A
202200310,G0002,AY2022S1,64,C
202200310,G0003,AY2022S1,75,B
202200310,G0004,AY2022S1,86,A
202200311,G0001,AY2022S1,66,C+
202200311,G0002,AY2022S1,67,C+
202200311,G0003,AY2022S1,64,C
202200311,G0004,AY2022S1,59,D+
202200312,G0001,AY2022S1,63,C
202200312,G0002,AY2022S1,57,D+
202200312,G0003,AY2022S1,70,C+
202200312,G0004,AY2022S1,62,C
202200313,G0001,AY2022S1,72,B
202200313,G0002,AY2022S1,54,D
202200313,G0003,AY2022S1,73,B
202200313,G0004,AY2022S1,78,B+
202200314,G0001,AY2022S1,50,F
202200314,G0002,AY2022S1,73,B
202200314,G0003,AY2022S1,82,A
202200314,G0004,AY2022S1,57,D+
202200315,G0001,AY2022S1,86,A
202200315,G0002,AY2022S1,74,B
202200315,G0003,AY2022S1,62,C
202200315,G0004,AY2022S1,69,C+
202200316,G0001,AY2022S1,75,B
202200316,G0002,AY2022S1,70,C+
202200316,G0003,AY2022S1,75,B
202200316,G0004,AY2022S1,60,D+
202200317,G0001,AY2022S1,71,B
202200317,G0002,AY2022S1,55,D
202200317,G0003,AY2022S1,68,C+
202200317,G0004,AY2022S1,60,D+
202200318,G0001,AY2022S1,62,C
202200318,G0002,AY2022S1,82,A
202200318,G0003,AY2022S1,80,A
202200318,G0004,AY2022S1,76,B+
202200319,G0001,AY2022S1,59,D+
202200319,G0002,AY2022S1,66,C+
202200319,G0003,AY2022S1,82,A
202200319,G0004,AY2022S1,71,B
202200320,G0001,AY2022S1,93,A
202200320,G0002,AY2022S1,73,B
202200320,G0003,AY2022S1,71,B
202200320,G0004,AY2022S1,66,C+
202200321,G0001,AY2022S1,71,B
202200321,G0002,AY2022S1,68,C+
202200321,G0003,AY2022S1,77,B+
202200321,G0004,AY2022S1,79,B+
202200322,G0001,AY2022S1,62,C
202200322,G0002,AY2022S1,56,D+
202200322,G0003,AY2022S1,51,D
202200322,G0004,AY2022S1,75,B
202200323,G0001,AY2022S1,58,D+
202200323,G0002,AY2022S1,48,F
202200323,G0003,AY2022S1,73,B
202200323,G0004,AY2022S1,94,A
202200324,G0001,AY2022S1,69,C+
202200324,G0002,AY2022S1,78,B+
202200324,G0003,AY2022S1,70,C+
202200324,G0004,AY2022S1,69,C+
202200325,G0001,AY2022S1,79,B+
202200325,G0002,AY2022S1,67,C+
202200325,G0003,AY2022S1,72,B
202200325,G0004,AY2022S1,73,B
202200326,G0001,AY2022S1,63,C
202200326,G0002,AY2022S1,79,B+
202200326,G0003,AY2022S1,68,C+
202200326,G0004,AY2022S1,62,C
202200327,G0001,AY2022S1,75,B
202200327,G0002,AY2022S1,61,C
202200327,G0003,AY2022S1,70,C+
202200327,G0004,AY2022S1,69,C+
202200328,G0001,AY2022S1,80,A
202200328,G0002,AY2022S1,74,B
202200328,G0003,AY2022S1,69,C+
202200328,G0004,AY2022S1,78,B+
202200329,G0001,AY2022S1,83,A
202200329,G0002,AY2022S1,75,B
202200329,G0003,AY2022S1,70,C+
202200329,G0004,AY2022S1,56,D+
202200330,G0001,AY2022S1,59,D+
202200330,G0002,AY2022S1,66,C+
202200330,G0003,AY2022S1,63,C
202200330,G0004,AY2022S1,68,C+
202200331,G0001,AY2022S1,70,C+
202200331,G0002,AY2022S1,75,B
202200331,G0003,AY2022S1,69,C+
202200331,G0004,AY2022S1,74,B
202200332,G0001,AY2022S1,70,C+
202200332,G0002,AY2022S1,50,F
202200332,G0003,AY2022S1,60,D+
202200332,G0004,AY2022S1,68,C+
202200333,G0001,AY2022S1,57,D+
202200333,G0002,AY2022S1,75,B
202200333,G0003,AY2022S1,85,A
202200333,G0004,AY2022S1,82,A
202200334,G0001,AY2022S1,67,C+
202200334,G0002,AY2022S1,84,A
202200334,G0003,AY2022S1,71,B
202200334,G0004,AY2022S1,66,C+
202200335,G0001,AY2022S1,63,C
202200335,G0002,AY2022S1,66,C+
202200335,G0003,AY2022S1,66,C+
202200335,G0004,AY2022S1,71,B
202200336,G0001,AY2022S1,71,B
202200336,G0002,AY2022S1,70,C+
202200336,G0003,AY2022S1,74,B
202200336,G0004,AY2022S1,81,A
202200337,G0001,AY2022S1,79,B+
202200337,G0002,AY2022S1,55,D
202200337,G0003,AY2022S1,44,F
202200337,G0004,AY2022S1,79,B+
202200338,G0001,AY2022S1,56,D+
202200338,G0002,AY2022S1,67,C+
202200338,G0003,AY2022S1,58,D+
202200338,G0004,AY2022S1,51,D
202200339,G0001,AY2022S1,75,B
202200339,G0002,AY2022S1,77,B+
202200339,G0003,AY2022S1,64,C
202200339,G0004,AY2022S1,44,F
202200340,G0001,AY2022S1,64,C
202200340,G0002,AY2022S1,73,B
202200340,G0003,AY2022S1,55,D
202200340,G0004,AY2022S1,71,B
202200341,G0001,AY2022S1,69,C+
202200341,G0002,AY2022S1,75,B
202200341,G0003,AY2022S1,71,B
202200341,G0004,AY2022S1,60,D+
202200342,G0001,AY2022S1,81,A
202200342,G0002,AY2022S1,68,C+
202200342,G0003,AY2022S1,69,C+
202200342,G0004,AY2022S1,60,D+
202200343,G0001,AY2022S1,65,C
202200343,G0002,AY2022S1,61,C
202200343,G0003,AY2022S1,68,C+
202200343,G0004,AY2022S1,87,A
202200344,G0001,AY2022S1,56,D+
202200344,G0002,AY2022S1,53,D
202200344,G0003,AY2022S1,84,A
202200344,G0004,AY2022S1,67,C+
202200345,G0001,AY2022S1,63,C
202200345,G0002,AY2022S1,80,A
202200345,G0003,AY2022S1,63,C
202200345,G0004,AY2022S1,88,A
202200346,G0001,AY2022S1,76,B+
202200346,G0002,AY2022S1,65,C
202200346,G0003,AY2022S1,91,A
202200346,G0004,AY2022S1,63,C
202200347,G0001,AY2022S1,77,B+
202200347,G0002,AY2022S1,72,B
202200347,G0003,AY2022S1,83,A
202200347,G0004,AY2022S1,85,A
202200348,G0001,AY2022S1,70,C+
202200348,G0002,AY2022S1,62,C
202200348,G0003,AY2022S1,74,B
202200348,G0004,AY2022S1,63,C
202200349,G0001,AY2022S1,90,A
202200349,G0002,AY2022S1,71,B
202200349,G0003,AY2022S1,66,C+
202200349,G0004,AY2022S1,71,B
202200350,G0001,AY2022S1,56,D+
202200350,G0002,AY2022S1,60,D+
202200350,G0003,AY2022S1,82,A
202200350,G0004,AY2022S1,63,C
202200351,G0001,AY2022S1,59,D+
202200351,G0002,AY2022S1,75,B
202200351,G0003,AY2022S1,81,A
202200351,G0004,AY2022S1,77,B+
202200352,G0001,AY2022S1,79,B+
202200352,G0002,AY2022S1,62,C
202200352,G0003,AY2022S1,55,D
202200352,G0004,AY2022S1,85,A
202200353,G0001,AY2022S1,66,C+
202200353,G0002,AY2022S1,67,C+
202200353,G0003,AY2022S1,83,A
202200353,G0004,AY2022S1,75,B
202200354,G0001,AY2022S1,74,B
202200354,G0002,AY2022S1,91,A
202200354,G0003,AY2022S1,63,C
202200354,G0004,AY2022S1,79,B+
202200355,G0001,AY2022S1,70,C+
202200355,G0002,AY2022S1,72,B
202200355,G0003,AY2022S1,85,A
202200355,G0004,AY2022S1,75,B
202200356,G0001,AY2022S1,75,B
202200356,G0002,AY2022S1,80,A
202200356,G0003,AY2022S1,66,C+
202200356,G0004,AY2022S1,61,C
202200357,G0001,AY2022S1,59,D+
202200357,G0002,AY2022S1,50,F
202200357,G0003,AY2022S1,90,A
202200357,G0004,AY2022S1,58,D+
202200358,G0001,AY2022S1,67,C+
202200358,G0002,AY2022S1,67,C+
202200358,G0003,AY2022S1,73,B
202200358,G0004,AY2022S1,78,B+
202200359,G0001,AY2022S1,78,B+
202200359,G0002,AY2022S1,64,C
202200359,G0003,AY2022S1,68,C+
202200359,G0004,AY2022S1,72,B
202200360,G0001,AY2022S1,67,C+
202200360,G0002,AY2022S1,86,A
