StudentID,MatriculationYear,Gender,Race,Date_Of_Birth,DiplomaID
202200588,2022,Male,Chinese,2005-08-24,241
202200589,2022,Male,Malay,2005-04-10,231
202200590,2022,Female,Chinese,2005-11-06,222
202200591,2022,Male,Chinese,2005-06-11,209
202200592,2022,Male,Chinese,2005-01-28,206
202200593,2022,Female,Chinese,2005-03-06,236
202200594,2022,Male,Chinese,2005-02-18,210
202200595,2022,Female,Chinese,2005-01-13,237
202200596,2022,Female,Malay,2005-05-18,235
202200597,2022,Male,Chinese,2005-07-01,224
202200598,2022,Female,Indian,2005-12-12,238
202200599,2022,Female,Chinese,2005-04-14,228
202200600,2022,Female,Chinese,2005-07-06,230
202200601,2022,Male,Chinese,2005-08-12,225
202200602,2022,Female,Chinese,2005-05-06,212
202200603,2022,Male,Chinese,2005-05-15,236
202200604,2022,Female,Chinese,2005-08-13,223
202200605,2022,Female,Chinese,2005-05-12,240
202200606,2022,Male,Chinese,2005-07-24,215
202200607,2022,Male,Chinese,2005-04-14,209
202200608,2022,Male,Chinese,2005-11-27,215
202200609,2022,Female,Malay,2005-03-31,207
202200610,2022,Male,Chinese,2005-10-28,219
202200611,2022,Male,Malay,2005-12-17,228
202200612,2022,Female,Malay,2004-04-11,224
202200613,2022,Female,Chinese,2005-06-23,226
202200614,2022,Male,Chinese,2005-09-05,233
202200615,2022,Female,Chinese,2005-03-02,221
202200616,2022,Female,Chinese,2004-07-28,214
202200617,2022,Female,Chinese,2005-01-06,229
202200618,2022,Male,Indian,2005-07-28,211
202200619,2022,Female,Malay,2005-03-11,241
202200620,2022,Male,Indian,2003-11-16,226
202200621,2022,Female,Chinese,2005-10-01,219
202200622,2022,Male,Chinese,2005-09-17,229
202200623,2022,Female,Indian,2004-09-01,216
202200624,2022,Female,Malay,2005-01-08,230
202200625,2022,Female,Chinese,2005-02-08,217
202200626,2022,Male,Chinese,2005-03-27,209
202200627,2022,Female,Malay,2005-06-05,221
202200628,2022,Male,Chinese,2005-04-01,222
202200629,2022,Male,Chinese,2005-05-21,210
202200630,2022,Female,Chinese,2003-02-03,201
202200631,2022,Male,Malay,2005-04-27,230
202200632,2022,Female,Indian,2005-07-25,217
202200633,2022,Female,Chinese,2005-04-01,218
202200634,2022,Female,Chinese,2005-12-31,220
202200635,2022,Male,Chinese,2005-04-15,205
202200636,2022,Male,Chinese,2005-08-25,241
202200637,2022,Female,Chinese,2005-05-29,235
202200638,2022,Male,Malay,2005-07-18,207
202200639,2022,Female,Chinese,2005-10-06,220
202200640,2022,Male,Chinese,2005-02-10,219
202200641,2022,Female,Chinese,2005-11-20,215
202200642,2022,Female,Chinese,2005-10-10,240
202200643,2022,Male,Chinese,2005-01-24,204
202200644,2022,Male,Indian,2005-09-05,223
202200645,2022,Female,Chinese,2005-06-18,206
202200646,2022,Male,Others,2005-03-26,220
202200647,2022,Male,Chinese,2005-11-28,238
202200648,2022,Female,Chinese,2005-12-09,230
202200649,2022,Male,Chinese,2005-07-25,236
202200650,2022,Female,Malay,2005-05-29,208
202200651,2022,Female,Chinese,2005-07-21,232
202200652,2022,Male,Malay,2005-05-19,232
202200653,2022,Male,Chinese,2005-04-21,225
202200654,2022,Male,Chinese,2005-07-10,225
202200655,2022,Male,Others,2005-07-13,240
202200656,2022,Male,Chinese,2005-06-16,217
202200657,2022,Male,Chinese,2005-03-11,206
202200658,2022,Female,Chinese,2005-02-18,212
202200659,2022,Female,Chinese,2005-12-03,203
202200660,2022,Male,Chinese,2005-12-05,235
202200661,2022,Male,Chinese,2004-07-07,204
202200662,2022,Female,Chinese,2005-06-17,219
202200663,2022,Male,Chinese,2005-01-13,235
202200664,2022,Female,Chinese,2005-03-30,220
202200665,2022,Female,Chinese,2005-01-22,237
202200666,2022,Male,Chinese,2004-04-23,216
202200667,2022,Female,Chinese,2005-11-24,233
202200668,2022,Female,Chinese,2005-10-10,212
202200669,2022,Female,Chinese,2005-11-30,205
202200670,2022,Male,Malay,2005-01-19,222
202200671,2022,Male,Chinese,2005-10-16,213
202200672,2022,Female,Chinese,2005-08-03,219
202200673,2022,Female,Chinese,2003-10-07,218
202200674,2022,Female,Indian,2005-03-03,229
202200675,2022,Female,Chinese,2005-11-14,241
202200676,2022,Female,Chinese,2005-08-07,212
202200677,2022,Male,Chinese,2005-10-18,216
202200678,2022,Female,Chinese,2005-06-03,239
202200679,2022,Male,Indian,2005-02-10,220
202200680,2022,Female,Chinese,2005-11-05,234
202200681,2022,Female,Chinese,2005-03-14,233
202200682,2022,Female,Chinese,2005-02-28,202
202200683,2022,Female,Indian,2005-09-23,215
202200684,2022,Male,Indian,2005-09-05,222
202200685,2022,Female,Chinese,2005-10-28,204
202200686,2022,Female,Chinese,2004-05-17,236
202200687,2022,Female,Chinese,2005-09-19,238
202200688,2022,Male,Chinese,2005-09-01,221
202200689,2022,Female,Chinese,2005-04-03,209
202200690,2022,Male,Others,2005-02-12,241
202200691,2022,Male,Chinese,2005-09-02,223
202200692,2022,Male,Indian,2005-08-13,205
202200693,2022,Male,Indian,2005-11-14,233
202200694,2022,Female,Chinese,2004-05-17,218
202200695,2022,Female,Malay,2004-03-17,203
202200696,2022,Female,Malay,2005-08-26,208
202200697,2022,Male,Chinese,2004-04-16,225
202200698,2022,Male,Malay,2004-02-06,209
202200699,2022,Male,Malay,2005-02-27,238
202200700,2022,Male,Chinese,2005-02-06,215
202200701,2022,Male,Malay,2005-05-19,213
202200702,2022,Male,Chinese,2005-11-06,224
202200703,2022,Female,Chinese,2005-08-30,201
202200704,2022,Female,Chinese,2005-07-21,228
202200705,2022,Female,Indian,2005-03-25,219
202200706,2022,Male,Chinese,2005-10-10,223
202200707,2022,Male,Malay,2005-12-10,225
202200708,2022,Female,Chinese,2005-02-05,239
202200709,2022,Male,Chinese,2004-01-06,235
202200710,2022,Male,Chinese,2005-03-28,217
202200711,2022,Male,Chinese,2005-08-02,209
202200712,2022,Male,Chinese,2005-02-15,223
202200713,2022,Male,Malay,2005-05-14,218
202200714,2022,Male,Chinese,2005-05-06,232
202200715,2022,Female,Chinese,2005-04-25,236
202200716,2022,Male,Chinese,2005-06-16,219
202200717,2022,Male,Malay,2005-12-29,209
202200718,2022,Male,Chinese,2005-11-26,240
202200719,2022,Female,Chinese,2005-05-21,201
202200720,2022,Female,Chinese,2005-09-02,229
202200721,2022,Male,Others,2005-09-26,205
202200722,2022,Female,Chinese,2005-04-13,201
202200723,2022,Male,Malay,2005-09-10,203
202200724,2022,Female,Chinese,2005-05-24,225
202200725,2022,Female,Chinese,2005-04-03,222
202200726,2022,Female,Chinese,2005-08-21,207
202200727,2022,Male,Chinese,2005-09-28,203
202200728,2022,Male,Chinese,2005-05-26,202
202200729,2022,Male,Indian,2005-07-04,240
202200730,2022,Female,Chinese,2005-06-22,218
202200731,2022,Male,Malay,2005-08-09,229
202200732,2022,Male,Chinese,2005-02-09,204
202200733,2022,Male,Chinese,2005-04-17,232
202200734,2022,Male,Chinese,2005-02-18,209
202200735,2022,Male,Malay,2005-07-26,225
202200736,2022,Female,Chinese,2005-11-14,239
202200737,2022,Female,Malay,2005-07-30,229
202200738,2022,Male,Chinese,2005-08-03,231
202200739,2022,Female,Chinese,2005-09-02,222
202200740,2022,Female,Chinese,2005-09-24,216
202200741,2022,Male,Chinese,2005-04-04,230
202200742,2022,Female,Chinese,2005-03-22,226
202200743,2022,Female,Chinese,2005-05-26,232
202200744,2022,Male,Chinese,2005-07-14,238
202200745,2022,Female,Chinese,2005-06-05,221
202200746,2022,Female,Chinese,2005-10-05,210
202200747,2022,Female,Malay,2005-10-06,206
202200748,2022,Female,Malay,2005-06-10,228
202200749,2022,Male,Chinese,2005-04-06,235
202200750,2022,Female,Chinese,2005-06-25,206
202200751,2022,Male,Chinese,2005-09-12,229
202200752,2022,Male,Chinese,2005-09-21,211
202200753,2022,Female,Chinese,2004-01-27,220
202200754,2022,Female,Indian,2005-03-02,210
202200755,2022,Male,Chinese,2005-09-10,213
202200756,2022,Male,Chinese,2005-10-31,235
202200757,2022,Male,Chinese,2004-12-21,232
202200758,2022,Male,Chinese,2005-01-03,216
202200759,2022,Male,Chinese,2005-03-09,229
202200760,2022,Female,Chinese,2005-06-02,220
202200761,2022,Female,Malay,2005-07-02,228
202200762,2022,Female,Chinese,2003-09-25,204
202200763,2022,Female,Chinese,2004-01-14,211
202200764,2022,Female,Malay,2005-07-01,218
202200765,2022,Male,Indian,2005-12-09,241
202200766,2022,Female,Others,2005-12-05,201
202200767,2022,Female,Chinese,2005-08-02,217
202200768,2022,Female,Chinese,2005-04-22,233
202200769,2022,Female,Chinese,2005-04-28,220
202200770,2022,Female,Chinese,2005-04-04,213
202200771,2022,Male,Chinese,2005-10-19,226
202200772,2022,Female,Chinese,2005-05-28,208
202200773,2022,Male,Chinese,2004-12-05,216
202200774,2022,Female,Chinese,2005-08-27,227
202200775,2022,Female,Chinese,2005-06-28,220
202200776,2022,Male,Chinese,2005-11-09,208
202200777,2022,Female,Malay,2005-08-19,212
202200778,2022,Female,Malay,2004-01-11,234
202200779,2022,Male,Chinese,2005-10-03,238
202200780,2022,Female,Chinese,2005-03-25,203
202200781,2022,Female,Chinese,2005-08-24,223
202200782,2022,Female,Chinese,2005-12-16,210
202200783,2022,Male,Chinese,2005-02-05,237
202200784,2022,Male,Indian,2005-06-15,224
202200785,2022,Male,Chinese,2005-01-11,228
202200786,2022,Female,Chinese,2005-09-23,240
202200787,2022,Male,Chinese,2005-11-12,223
202200788,2022,Male,Chinese,2005-11-09,234
202200789,2022,Male,Chinese,2005-04-16,215
202200790,2022,Male,Chinese,2005-02-01,209
202200791,2022,Female,Chinese,2005-11-29,216
202200792,2022,Female,Chinese,2005-11-23,235
202200793,2022,Female,Chinese,2005-07-06,225
202200794,2022,Female,Indian,2005-08-17,206
202200795,2022,Female,Chinese,2005-04-05,204
202200796,2022,Female,Indian,2005-07-06,238
202200797,2022,Male,Malay,2005-05-11,234
202200798,2022,Female,Chinese,2005-09-04,208
202200799,2022,Male,Malay,2005-09-13,212
202200800,2022,Female,Malay,2005-07-09,225
202200801,2022,Male,Chinese,2005-03-25,239
202200802,2022,Female,Malay,2005-04-24,220
202200803,2022,Male,Chinese,2005-09-30,224
202200804,2022,Male,Indian,2005-06-23,208
202200805,2022,Male,Chinese,2004-08-16,228
202200806,2022,Female,Chinese,2005-07-29,217
202200807,2022,Female,Indian,2005-08-26,230
202200808,2022,Male,Chinese,2005-04-22,217
202200809,2022,Female,Chinese,2004-07-20,231
202200810,2022,Male,Chinese,2005-11-09,209
202200811,2022,Female,Chinese,2005-04-08,216
202200812,2022,Male,Chinese,2005-03-13,227
202200813,2022,Male,Chinese,2005-07-09,211
202200814,2022,Female,Chinese,2005-08-09,221
202200815,2022,Female,Indian,2005-04-12,237
202200816,2022,Female,Chinese,2005-08-15,211
202200817,2022,Male,Chinese,2005-04-14,219
202200818,2022,Female,Chinese,2005-07-03,238
202200819,2022,Male,Chinese,2005-09-01,204
202200820,2022,Male,Indian,2005-09-26,232
202200821,2022,Female,Chinese,2005-03-24,235
202200822,2022,Male,Chinese,2005-07-29,240
202200823,2022,Female,Others,2004-05-16,216
202200824,2022,Female,Chinese,2005-08-25,225
202200825,2022,Female,Chinese,2005-04-28,209
202200826,2022,Female,Malay,2005-11-19,224
202200827,2022,Female,Malay,2005-09-28,235
202200828,2022,Male,Chinese,2005-06-11,223
202200829,2022,Female,Indian,2004-03-27,201
202200830,2022,Male,Chinese,2004-05-28,225
202200831,2022,Female,Malay,2005-10-21,215
202200832,2022,Female,Chinese,2005-01-25,221
202200833,2022,Female,Chinese,2005-12-29,223
202200834,2022,Female,Indian,2005-08-02,240
202200835,2022,Female,Indian,2005-12-11,208
202200836,2022,Female,Malay,2005-08-25,237
202200837,2022,Male,Others,2005-03-14,202
202200838,2022,Female,Chinese,2005-04-18,212
202200839,2022,Female,Malay,2005-08-08,230
202200840,2022,Male,Others,2005-06-11,231
202200841,2022,Male,Chinese,2005-02-09,237
202200842,2022,Female,Chinese,2005-07-01,221
202200843,2022,Female,Chinese,2005-07-27,208
202200844,2022,Male,Chinese,2005-05-21,217
202200845,2022,Female,Chinese,2004-06-11,214
202200846,2022,Male,Malay,2005-10-10,213
202200847,2022,Male,Chinese,2004-01-06,205
202200848,2022,Female,Chinese,2005-01-26,205
202200849,2022,Male,Chinese,2005-08-30,218
202200850,2022,Male,Indian,2005-02-13,215
202200851,2022,Female,Indian,2005-12-03,235
202200852,2022,Male,Chinese,2005-02-13,240
202200853,2022,Male,Chinese,2005-02-19,201
202200854,2022,Male,Malay,2005-05-08,214
202200855,2022,Male,Chinese,2005-10-23,216
202200856,2022,Female,Chinese,2005-10-11,232
202200857,2022,Female,Chinese,2005-10-07,215
202200858,2022,Female,Indian,2005-09-21,207
202200859,2022,Female,Indian,2005-11-09,216
202200860,2022,Male,Malay,2005-07-16,229
202200861,2022,Male,Chinese,2005-05-31,205
202200862,2022,Male,Indian,2005-04-18,204
202200863,2022,Female,Chinese,2005-09-28,240
202200864,2022,Female,Chinese,2004-01-06,203
202200865,2022,Female,Chinese,2005-12-03,241
202200866,2022,Male,Malay,2005-10-18,222
202200867,2022,Male,Chinese,2005-09-08,203
202200868,2022,Female,Chinese,2005-01-18,241
202200869,2022,Male,Chinese,2005-03-10,223
202200870,2022,Male,Chinese,2005-01-25,210
202200871,2022,Female,Chinese,2005-05-07,241
202200872,2022,Male,Chinese,2005-09-23,235
202200873,2022,Male,Malay,2004-07-27,202
202200874,2022,Female,Chinese,2005-11-27,216
202200875,2022,Female,Chinese,2005-12-12,216
202200876,2022,Male,Malay,2005-10-31,212
202200877,2022,Male,Chinese,2005-11-11,227
202200878,2022,Female,Chinese,2004-03-03,240
202200879,2022,Male,Chinese,2005-03-04,217
202200880,2022,Male,Malay,2004-07-26,236
202200881,2022,Male,Chinese,2005-05-31,216
202200882,2022,Male,Chinese,2005-10-20,229
202200883,2022,Male,Chinese,2005-10-02,213
202200884,2022,Female,Malay,2005-10-12,220
202200885,2022,Female,Chinese,2005-08-12,216
202200886,2022,Male,Malay,2005-10-02,223
202200887,2022,Female,Chinese,2004-12-21,222
202200888,2022,Male,Chinese,2005-02-07,206
202200889,2022,Female,Malay,2005-10-15,204
202200890,2022,Male,Chinese,2005-03-16,237
202200891,2022,Male,Chinese,2003-03-18,209
202200892,2022,Male,Others,2004-06-07,235
202200893,2022,Female,Malay,2005-06-30,232
202200894,2022,Female,Chinese,2005-11-12,224
202200895,2022,Female,Malay,2005-09-02,231
202200896,2022,Female,Malay,2005-01-04,207
202200897,2022,Male,Malay,2005-08-13,211
202200898,2022,Female,Chinese,2005-04-16,207
202200899,2022,Male,Malay,2005-10-23,211
202200900,2022,Female,Chinese,2005-07-01,202
202200901,2022,Female,Chinese,2005-03-25,238
202200902,2022,Male,Chinese,2005-10-25,240
202200903,2022,Male,Chinese,2005-10-30,237
202200904,2022,Female,Chinese,2005-08-30,227
202200905,2022,Female,Chinese,2005-11-18,212
202200906,2022,Male,Chinese,2005-12-18,234
202200907,2022,Female,Chinese,2005-05-04,236
202200908,2022,Male,Chinese,2005-03-19,202
202200909,2022,Male,Indian,2005-05-05,239
202200910,2022,Female,Chinese,2005-05-26,224
202200911,2022,Male,Indian,2005-02-05,236
202200912,2022,Female,Malay,2003-08-05,232
202200913,2022,Female,Chinese,2004-07-13,223
202200914,2022,Male,Chinese,2005-05-29,240
202200915,2022,Male,Chinese,2005-12-03,223
202200916,2022,Female,Chinese,2005-02-13,217
202200917,2022,Female,Indian,2005-04-19,227
202200918,2022,Male,Chinese,2005-12-01,233
202200919,2022,Male,Chinese,2005-04-20,223
202200920,2022,Female,Indian,2005-05-13,209
202200921,2022,Female,Malay,2005-11-21,227
202200922,2022,Male,Chinese,2005-12-09,232
202200923,2022,Male,Others,2005-02-23,226
202200924,2022,Male,Indian,2005-02-27,201
202200925,2022,Male,Chinese,2005-01-29,233
202200926,2022,Female,Chinese,2005-07-23,220
202200927,2022,Female,Malay,2005-10-02,238
202200928,2022,Male,Malay,2005-03-27,228
202200929,2022,Male,Chinese,2005-07-30,208
202200930,2022,Male,Others,2005-01-26,223
202200931,2022,Female,Chinese,2005-07-30,239
202200932,2022,Female,Chinese,2005-09-24,226
202200933,2022,Male,Indian,2005-10-02,206
202200934,2022,Male,Chinese,2005-03-06,235
202200935,2022,Female,Chinese,2005-09-20,211
202200936,2022,Female,Others,2005-12-24,212
202200937,2022,Male,Indian,2005-03-29,216
202200938,2022,Male,Malay,2005-04-26,204
202200939,2022,Male,Malay,2005-01-11,228
202200940,2022,Female,Chinese,2005-01-28,226
202200941,2022,Female,Chinese,2005-09-27,214
202200942,2022,Male,Chinese,2005-08-26,230
202200943,2022,Female,Indian,2005-08-05,238
202200944,2022,Male,Chinese,2005-09-01,238
202200945,2022,Male,Chinese,2005-12-03,218
202200946,2022,Male,Chinese,2005-11-02,238
202200947,2022,Female,Chinese,2005-07-07,234
202200948,2022,Male,Chinese,2005-09-17,201
202200949,2022,Male,Chinese,2005-01-08,224
202200950,2022,Female,Chinese,2005-10-10,232
202200951,2022,Female,Chinese,2005-01-16,235
202200952,2022,Male,Chinese,2005-01-17,239
202200953,2022,Female,Malay,2005-05-12,230
202200954,2022,Male,Chinese,2005-08-10,236
202200955,2022,Female,Chinese,2004-09-13,226
202200956,2022,Female,Chinese,2005-07-19,224
202200957,2022,Male,Chinese,2005-12-23,230
202200958,2022,Female,Chinese,2005-04-28,230
202200959,2022,Male,Others,2005-09-04,229
202200960,2022,Male,Chinese,2005-06-29,239
202200961,2022,Male,Chinese,2005-06-20,218
202200962,2022,Male,Chinese,2005-04-05,211
202200963,2022,Female,Chinese,2005-04-03,224
202200964,2022,Female,Malay,2005-01-25,221
202200965,2022,Male,Indian,2005-08-12,228
202200966,2022,Male,Chinese,2005-05-30,232
202200967,2022,Female,Malay,2005-11-26,239
202200968,2022,Male,Chinese,2005-12-05,210
202200969,2022,Male,Chinese,2005-04-21,238
202200970,2022,Female,Chinese,2005-05-02,220
202200971,2022,Male,Chinese,2005-05-16,223
202200972,2022,Female,Others,2005-11-30,213
202200973,2022,Male,Indian,2005-08-14,241
202200974,2022,Female,Chinese,2005-09-23,216
202200975,2022,Female,Chinese,2005-01-12,225
202200976,2022,Male,Chinese,2005-10-06,206
202200977,2022,Female,Indian,2005-05-21,214
202200978,2022,Male,Chinese,2005-04-02,227
202200979,2022,Female,Chinese,2005-08-08,233
202200980,2022,Male,Others,2005-01-06,216
202200981,2022,Female,Chinese,2005-07-16,225
202200982,2022,Male,Chinese,2005-10-28,212
202200983,2022,Male,Chinese,2005-07-22,219
202200984,2022,Female,Chinese,2005-02-14,224
202200985,2022,Male,Chinese,2004-05-30,219
202200986,2022,Male,Chinese,2005-07-06,233
202200987,2022,Female,Malay,2005-06-26,237
202200988,2022,Female,Chinese,2005-03-21,238
202200989,2022,Male,Chinese,2003-01-16,228
202200990,2022,Female,Chinese,2005-08-24,222
202200991,2022,Female,Indian,2003-03-06,206
202200992,2022,Male,Chinese,2005-12-18,230
202200993,2022,Female,Chinese,2005-11-09,239
202200994,2022,Female,Chinese,2005-10-30,240
202200995,2022,Male,Chinese,2005-12-13,206
202200996,2022,Male,Malay,2005-01-21,226
202200997,2022,Female,Chinese,2005-05-28,237
202200998,2022,Female,Chinese,2005-01-25,241
202200999,2022,Male,Chinese,2005-03-16,214
202201000,2022,Male,Chinese,2005-08-13,224
202300001,2023,Male,Chinese,2006-12-10,235
202300002,2023,Female,Chinese,2006-05-06,234
202300003,2023,Female,Chinese,2006-07-30,225
202300004,2023,Female,Indian,2006-12-02,240
202300005,2023,Male,Chinese,2006-05-14,221
202300006,2023,Male,Chinese,2006-02-08,231
202300007,2023,Male,Chinese,2006-03-29,209
202300008,2023,Female,Chinese,2006-04-19,209
202300009,2023,Male,Chinese,2006-11-04,205
202300010,2023,Male,Chinese,2006-09-15,229
202300011,2023,Female,Others,2006-04-05,241
202300012,2023,Female,Chinese,2006-01-09,230
202300013,2023,Male,Chinese,2006-06-13,213
202300014,2023,Female,Chinese,2006-11-04,207
202300015,2023,Male,Chinese,2006-10-23,239
202300016,2023,Male,Chinese,2006-07-16,231
202300017,2023,Female,Others,2006-07-28,202
202300018,2023,Female,Chinese,2006-03-11,203
202300019,2023,Male,Chinese,2006-07-11,205
202300020,2023,Male,Chinese,2006-11-14,216
202300021,2023,Female,Malay,2006-02-04,214
202300022,2023,Male,Indian,2006-11-01,225
202300023,2023,Female,Chinese,2006-07-29,228
202300024,2023,Female,Chinese,2006-06-22,213
202300025,2023,Female,Malay,2006-01-06,224
202300026,2023,Male,Malay,2006-12-03,224
202300027,2023,Male,Chinese,2006-10-11,203
202300028,2023,Male,Chinese,2006-06-25,221
202300029,2023,Female,Chinese,2005-06-28,220
202300030,2023,Male,Malay,2006-04-19,201
202300031,2023,Female,Chinese,2006-02-04,203
202300032,2023,Male,Chinese,2006-08-07,216
202300033,2023,Female,Chinese,2006-11-27,233
202300034,2023,Male,Chinese,2006-07-28,235
202300035,2023,Female,Others,2005-06-24,235
202300036,2023,Female,Chinese,2006-04-05,217
202300037,2023,Male,Chinese,2006-07-25,215
202300038,2023,Male,Chinese,2006-09-04,208
202300039,2023,Female,Chinese,2006-12-20,224
202300040,2023,Female,Chinese,2004-08-28,213
202300041,2023,Female,Chinese,2006-12-15,234
202300042,2023,Male,Chinese,2006-07-11,225
202300043,2023,Male,Others,2006-07-28,237
202300044,2023,Female,Chinese,2006-03-26,222
202300045,2023,Male,Malay,2006-04-23,217
202300046,2023,Male,Chinese,2005-12-16,206
202300047,2023,Male,Malay,2006-01-16,241
202300048,2023,Female,Chinese,2006-11-18,209
202300049,2023,Female,Chinese,2006-06-11,229
202300050,2023,Male,Chinese,2006-04-07,201
202300051,2023,Male,Chinese,2006-06-20,232
202300052,2023,Female,Chinese,2006-07-07,206
202300053,2023,Male,Chinese,2006-02-25,213
202300054,2023,Male,Chinese,2006-06-20,239
202300055,2023,Female,Indian,2006-07-01,230
202300056,2023,Female,Chinese,2004-09-04,218
202300057,2023,Female,Malay,2006-07-12,204
202300058,2023,Female,Malay,2006-11-30,209
202300059,2023,Male,Chinese,2006-06-28,206
202300060,2023,Male,Malay,2006-03-06,224
202300061,2023,Female,Chinese,2006-07-04,235
202300062,2023,Male,Chinese,2005-05-06,229
202300063,2023,Female,Chinese,2006-06-07,218
202300064,2023,Male,Chinese,2006-07-26,222
202300065,2023,Female,Chinese,2006-10-18,201
202300066,2023,Female,Chinese,2006-06-28,201
202300067,2023,Male,Malay,2006-03-02,240
202300068,2023,Male,Chinese,2006-07-11,217
202300069,2023,Female,Indian,2006-11-23,215
202300070,2023,Female,Indian,2006-01-16,207
202300071,2023,Female,Chinese,2006-03-22,237
202300072,2023,Female,Chinese,2006-05-09,206
202300073,2023,Female,Chinese,2006-01-23,226
202300074,2023,Male,Chinese,2005-04-07,215
202300075,2023,Female,Malay,2006-03-10,202
202300076,2023,Female,Chinese,2004-04-28,216
202300077,2023,Female,Chinese,2006-12-09,229
202300078,2023,Male,Indian,2005-01-03,232
202300079,2023,Female,Indian,2006-03-02,214
202300080,2023,Female,Indian,2006-03-31,234
202300081,2023,Female,Chinese,2006-04-07,210
202300082,2023,Female,Chinese,2006-07-23,216
202300083,2023,Female,Chinese,2006-07-28,202
202300084,2023,Male,Chinese,2006-03-30,223
202300085,2023,Male,Chinese,2006-07-22,210
202300086,2023,Female,Chinese,2006-02-10,224
202300087,2023,Male,Chinese,2006-08-17,202
202300088,2023,Male,Chinese,2006-11-20,217
202300089,2023,Male,Chinese,2006-07-22,221
202300090,2023,Female,Indian,2006-12-31,217
202300091,2023,Male,Chinese,2005-03-23,217
202300092,2023,Male,Malay,2006-12-04,220
202300093,2023,Female,Chinese,2006-07-24,215
202300094,2023,Male,Chinese,2006-12-12,226
202300095,2023,Male,Chinese,2005-12-04,232
202300096,2023,Male,Chinese,2005-09-30,233
202300097,2023,Male,Chinese,2006-02-18,226
202300098,2023,Male,Malay,2005-09-20,236
202300099,2023,Female,Malay,2006-02-18,225
202300100,2023,Male,Chinese,2006-06-06,239
202300101,2023,Male,Chinese,2006-08-21,214
202300102,2023,Female,Chinese,2006-01-26,220
202300103,2023,Male,Others,2006-01-02,214
202300104,2023,Female,Chinese,2005-09-26,214
202300105,2023,Male,Chinese,2006-10-31,236
202300106,2023,Male,Chinese,2006-07-24,223
202300107,2023,Male,Chinese,2006-10-03,203
202300108,2023,Male,Chinese,2006-03-19,216
202300109,2023,Male,Indian,2006-07-11,236
202300110,2023,Male,Chinese,2006-08-10,240
202300111,2023,Male,Malay,2006-06-04,237
202300112,2023,Female,Malay,2006-07-11,203
202300113,2023,Male,Chinese,2006-09-28,203
202300114,2023,Male,Chinese,2006-05-29,211
202300115,2023,Female,Indian,2006-04-29,214
202300116,2023,Male,Chinese,2006-04-29,234
202300117,2023,Male,Chinese,2006-08-11,201
202300118,2023,Female,Chinese,2006-04-16,221
202300119,2023,Female,Others,2006-05-10,212
202300120,2023,Female,Chinese,2006-11-03,211
202300121,2023,Female,Chinese,2006-01-08,211
202300122,2023,Male,Chinese,2006-04-22,208
202300123,2023,Female,Chinese,2006-08-28,221
202300124,2023,Female,Chinese,2006-01-20,224
202300125,2023,Male,Chinese,2006-10-21,222
202300126,2023,Male,Indian,2006-05-25,238
202300127,2023,Male,Chinese,2005-09-05,206
202300128,2023,Female,Chinese,2006-01-18,228
202300129,2023,Male,Malay,2006-10-10,210
202300130,2023,Female,Malay,2006-10-09,225
202300131,2023,Male,Chinese,2006-12-09,229
202300132,2023,Female,Chinese,2005-09-15,218
202300133,2023,Male,Chinese,2006-09-03,218
202300134,2023,Male,Chinese,2006-06-21,210
202300135,2023,Male,Others,2006-08-06,236
202300136,2023,Female,Chinese,2006-02-11,219
202300137,2023,Female,Chinese,2006-09-08,216
202300138,2023,Male,Indian,2006-01-18,205
202300139,2023,Male,Chinese,2006-09-16,226
202300140,2023,Female,Chinese,2006-04-18,228
202300141,2023,Female,Malay,2006-05-07,237
202300142,2023,Male,Malay,2006-05-31,240
202300143,2023,Female,Malay,2006-01-05,211
202300144,2023,Female,Chinese,2006-06-27,215
202300145,2023,Male,Indian,2006-12-21,215
202300146,2023,Male,Malay,2006-01-11,226
202300147,2023,Female,Others,2006-08-25,227
202300148,2023,Female,Chinese,2005-07-08,204
202300149,2023,Female,Malay,2006-10-27,212
202300150,2023,Male,Chinese,2006-01-09,212
202300151,2023,Male,Chinese,2006-04-09,205
202300152,2023,Female,Chinese,2006-12-31,214
202300153,2023,Male,Chinese,2006-03-12,241
202300154,2023,Female,Indian,2006-05-23,238
202300155,2023,Male,Chinese,2006-01-10,212
202300156,2023,Female,Indian,2006-10-19,225
202300157,2023,Male,Chinese,2006-01-09,218
202300158,2023,Female,Chinese,2006-08-14,241
202300159,2023,Female,Chinese,2006-07-26,228
202300160,2023,Male,Chinese,2006-08-22,201
202300161,2023,Male,Chinese,2006-12-13,224
202300162,2023,Female,Indian,2006-02-18,238
202300163,2023,Female,Chinese,2006-11-20,207
202300164,2023,Male,Indian,2006-08-27,231
202300165,2023,Female,Chinese,2006-08-04,226
202300166,2023,Female,Malay,2006-07-14,222
202300167,2023,Female,Malay,2004-05-03,212
202300168,2023,Female,Chinese,2006-07-05,223
202300169,2023,Male,Chinese,2006-01-16,237
202300170,2023,Male,Chinese,2006-02-14,218
202300171,2023,Male,Chinese,2006-01-19,207
202300172,2023,Male,Chinese,2006-07-13,205
202300173,2023,Male,Chinese,2006-08-19,205
202300174,2023,Male,Chinese,2006-05-08,221
202300175,2023,Male,Chinese,2006-03-26,230
202300176,2023,Male,Chinese,2006-07-04,231
202300177,2023,Male,Indian,2006-05-27,236
